,game_time,game_date,arena,home_team,home_wins,home_losses,away_team,away_wins,away_losses,attendance
239,0 days 15:30:00,2017-11-19,Air Canada Centre,Toronto Raptors,11,5,Washington Wizards,9,7,19800
240,0 days 19:00:00,2017-11-20,Spectrum Center,Charlotte Hornets,7,9,Minnesota Timberwolves,10,7,15978
241,0 days 20:30:00,2017-11-20,American Airlines Center,Dallas Mavericks,3,15,Boston Celtics,16,2,20302
242,0 days 19:00:00,2017-11-20,Little Caesars Arena,Detroit Pistons,11,6,Cleveland Cavaliers,10,7,20491
243,0 days 20:00:00,2017-11-20,FedEx Forum,Memphis Grizzlies,7,9,Portland Trail Blazers,10,7,15785
244,0 days 20:00:00,2017-11-20,BMO Harris Bradley Center,Milwaukee Bucks,8,8,Washington Wizards,10,7,16122
245,0 days 20:00:00,2017-11-20,Smoothie King Center,New Orleans Pelicans,9,8,Oklahoma City Thunder,7,9,16765
246,0 days 19:30:00,2017-11-20,Madison Square Garden (IV),New York Knicks,9,7,Los Angeles Clippers,5,11,18848
247,0 days 19:00:00,2017-11-20,Amway Center,Orlando Magic,8,9,Indiana Pacers,10,8,17239
248,0 days 19:00:00,2017-11-20,Wells Fargo Center,Philadelphia 76ers,9,7,Utah Jazz,7,11,20587
249,0 days 22:00:00,2017-11-20,Golden 1 Center,Sacramento Kings,4,13,Denver Nuggets,10,7,17583
250,0 days 20:30:00,2017-11-20,AT&T Center,San Antonio Spurs,11,6,Atlanta Hawks,3,14,18418
251,0 days 22:30:00,2017-11-21,STAPLES Center,Los Angeles Lakers,8,10,Chicago Bulls,3,12,18997
252,0 days 19:30:00,2017-11-22,Philips Arena,Atlanta Hawks,3,15,Los Angeles Clippers,6,11,12675
253,0 days 19:00:00,2017-11-22,Spectrum Center,Charlotte Hornets,8,9,Washington Wizards,10,8,16041
254,0 days 19:00:00,2017-11-22,Quicken Loans Arena,Cleveland Cavaliers,11,7,Brooklyn Nets,6,11,20562
255,0 days 20:00:00,2017-11-22,Toyota Center,Houston Rockets,14,4,Denver Nuggets,10,8,18055
256,0 days 20:00:00,2017-11-22,FedEx Forum,Memphis Grizzlies,7,10,Dallas Mavericks,4,15,16101
257,0 days 19:30:00,2017-11-22,AmericanAirlines Arena,Miami Heat,8,9,Boston Celtics,16,3,19704
258,0 days 20:00:00,2017-11-22,Target Center,Minnesota Timberwolves,11,7,Orlando Magic,8,10,16402
259,0 days 20:00:00,2017-11-22,Smoothie King Center,New Orleans Pelicans,10,8,San Antonio Spurs,11,7,17539
260,0 days 19:30:00,2017-11-22,Madison Square Garden (IV),New York Knicks,10,7,Toronto Raptors,11,6,19812
261,0 days 20:00:00,2017-11-22,Chesapeake Energy Arena,Oklahoma City Thunder,8,9,Golden State Warriors,13,5,18203
262,0 days 19:00:00,2017-11-22,Wells Fargo Center,Philadelphia 76ers,10,7,Portland Trail Blazers,10,8,20605
263,0 days 21:00:00,2017-11-22,Talking Stick Resort Arena,Phoenix Suns,7,12,Milwaukee Bucks,9,8,16270
264,0 days 22:30:00,2017-11-22,Golden 1 Center,Sacramento Kings,5,13,Los Angeles Lakers,8,11,17583
265,0 days 21:00:00,2017-11-22,Vivint Smart Home Arena,Utah Jazz,8,11,Chicago Bulls,3,13,17434
266,0 days 19:30:00,2017-11-24,Philips Arena,Atlanta Hawks,4,15,New York Knicks,10,8,14355
267,0 days 19:30:00,2017-11-24,TD Garden,Boston Celtics,17,3,Orlando Magic,8,11,18624
268,0 days 12:00:00,2017-11-24,Barclays Center,Brooklyn Nets,6,12,Portland Trail Blazers,11,8,15246
269,0 days 20:00:00,2017-11-24,Quicken Loans Arena,Cleveland Cavaliers,12,7,Charlotte Hornets,8,10,20562
270,0 days 21:00:00,2017-11-24,Pepsi Center,Denver Nuggets,11,8,Memphis Grizzlies,7,11,16736
271,0 days 22:30:00,2017-11-24,Oracle Arena,Golden State Warriors,14,5,Chicago Bulls,3,14,19596
272,0 days 20:00:00,2017-11-24,Bankers Life Fieldhouse,Indiana Pacers,11,8,Toronto Raptors,11,7,16523
273,0 days 20:00:00,2017-11-24,Target Center,Minnesota Timberwolves,11,8,Miami Heat,9,9,18978
274,0 days 20:00:00,2017-11-24,Chesapeake Energy Arena,Oklahoma City Thunder,8,10,Detroit Pistons,12,6,18203
275,0 days 21:00:00,2017-11-24,Talking Stick Resort Arena,Phoenix Suns,7,13,New Orleans Pelicans,11,8,16574
276,0 days 19:30:00,2017-11-25,Philips Arena,Atlanta Hawks,4,16,Toronto Raptors,12,7,12278
277,0 days 19:00:00,2017-11-25,Spectrum Center,Charlotte Hornets,8,11,San Antonio Spurs,12,7,18597
278,0 days 20:30:00,2017-11-25,American Airlines Center,Dallas Mavericks,5,15,Oklahoma City Thunder,8,11,20340
279,0 days 20:30:00,2017-11-25,Oracle Arena,Golden State Warriors,15,5,New Orleans Pelicans,11,9,19596
280,0 days 20:00:00,2017-11-25,Toyota Center,Houston Rockets,15,4,New York Knicks,10,9,18055
281,0 days 20:00:00,2017-11-25,Bankers Life Fieldhouse,Indiana Pacers,11,9,Boston Celtics,18,3,16303
282,0 days 19:00:00,2017-11-25,Wells Fargo Center,Philadelphia 76ers,11,7,Orlando Magic,8,12,20585
283,0 days 22:00:00,2017-11-25,Golden 1 Center,Sacramento Kings,5,14,Los Angeles Clippers,7,11,17583
284,0 days 21:00:00,2017-11-25,Vivint Smart Home Arena,Utah Jazz,9,11,Milwaukee Bucks,9,9,17298
285,0 days 19:00:00,2017-11-25,Capital One Arena,Washington Wizards,10,9,Portland Trail Blazers,12,8,18092
286,0 days 15:30:00,2017-11-26,United Center,Chicago Bulls,3,15,Miami Heat,10,9,20928
287,0 days 18:00:00,2017-11-26,FedEx Forum,Memphis Grizzlies,7,12,Brooklyn Nets,7,12,14889
288,0 days 15:30:00,2017-11-26,Target Center,Minnesota Timberwolves,12,8,Phoenix Suns,7,14,16448
289,0 days 19:30:00,2017-11-27,TD Garden,Boston Celtics,18,4,Detroit Pistons,13,6,18624
290,0 days 22:30:00,2017-11-27,Oracle Arena,Golden State Warriors,15,6,Sacramento Kings,6,14,19596
291,0 days 20:00:00,2017-11-27,Toyota Center,Houston Rockets,16,4,Brooklyn Nets,7,13,16189
292,0 days 19:00:00,2017-11-27,Bankers Life Fieldhouse,Indiana Pacers,12,9,Orlando Magic,8,13,12501
293,0 days 22:30:00,2017-11-27,STAPLES Center,Los Angeles Clippers,8,11,Los Angeles Lakers,8,12,18086
294,0 days 19:30:00,2017-11-27,Madison Square Garden (IV),New York Knicks,10,10,Portland Trail Blazers,13,8,18409
295,0 days 19:00:00,2017-11-27,Wells Fargo Center,Philadelphia 76ers,11,8,Cleveland Cavaliers,13,7,20527
296,0 days 20:30:00,2017-11-27,AT&T Center,San Antonio Spurs,13,7,Dallas Mavericks,5,16,17918
297,0 days 20:00:00,2017-11-28,United Center,Chicago Bulls,3,16,Phoenix Suns,8,14,18324
298,0 days 19:00:00,2017-11-28,Quicken Loans Arena,Cleveland Cavaliers,14,7,Miami Heat,10,10,20562
299,0 days 20:00:00,2017-11-28,Target Center,Minnesota Timberwolves,12,9,Washington Wizards,11,9,13442
300,0 days 22:00:00,2017-11-28,Golden 1 Center,Sacramento Kings,6,15,Milwaukee Bucks,10,9,17583
301,0 days 22:00:00,2017-11-28,Vivint Smart Home Arena,Utah Jazz,10,11,Denver Nuggets,11,9,16790
302,0 days 20:30:00,2017-11-29,American Airlines Center,Dallas Mavericks,5,17,Brooklyn Nets,8,13,19327
303,0 days 19:00:00,2017-11-29,Little Caesars Arena,Detroit Pistons,14,6,Phoenix Suns,8,15,18096
304,0 days 20:00:00,2017-11-29,Toyota Center,Houston Rockets,17,4,Indiana Pacers,12,10,16760
305,0 days 22:30:00,2017-11-29,STAPLES Center,Los Angeles Lakers,8,13,Golden State Warriors,16,6,18997
306,0 days 20:00:00,2017-11-29,Smoothie King Center,New Orleans Pelicans,11,10,Minnesota Timberwolves,13,9,15555
307,0 days 19:30:00,2017-11-29,Madison Square Garden (IV),New York Knicks,11,10,Miami Heat,10,11,17693
308,0 days 19:00:00,2017-11-29,Amway Center,Orlando Magic,9,13,Oklahoma City Thunder,8,12,17797
309,0 days 19:00:00,2017-11-29,Wells Fargo Center,Philadelphia 76ers,12,8,Washington Wizards,11,10,20492
310,0 days 20:30:00,2017-11-29,AT&T Center,San Antonio Spurs,14,7,Memphis Grizzlies,7,13,18013
311,0 days 19:30:00,2017-11-29,Air Canada Centre,Toronto Raptors,13,7,Charlotte Hornets,8,12,19800
312,0 days 19:30:00,2017-11-30,Philips Arena,Atlanta Hawks,4,17,Cleveland Cavaliers,15,7,16379
313,0 days 19:30:00,2017-11-30,TD Garden,Boston Celtics,19,4,Philadelphia 76ers,12,9,18624
314,0 days 21:00:00,2017-11-30,Pepsi Center,Denver Nuggets,12,9,Chicago Bulls,3,17,15156
315,0 days 22:30:00,2017-11-30,STAPLES Center,Los Angeles Clippers,8,12,Utah Jazz,11,11,15139
316,0 days 22:00:00,2017-11-30,Moda Center,Portland Trail Blazers,13,9,Milwaukee Bucks,11,9,19459
317,0 days 20:00:00,2017-12-01,United Center,Chicago Bulls,3,18,Sacramento Kings,7,15,19268
318,0 days 20:00:00,2017-12-01,FedEx Forum,Memphis Grizzlies,7,14,San Antonio Spurs,15,7,16413
319,0 days 20:00:00,2017-12-01,AmericanAirlines Arena,Miami Heat,11,11,Charlotte Hornets,8,13,19600
320,0 days 20:00:00,2017-12-01,Chesapeake Energy Arena,Oklahoma City Thunder,9,12,Minnesota Timberwolves,13,10,18203
321,0 days 19:00:00,2017-12-01,Amway Center,Orlando Magic,9,14,Golden State Warriors,17,6,18846
322,0 days 19:30:00,2017-12-01,Air Canada Centre,Toronto Raptors,14,7,Indiana Pacers,12,11,19800
323,0 days 21:00:00,2017-12-01,Vivint Smart Home Arena,Utah Jazz,12,11,New Orleans Pelicans,11,11,17725
324,0 days 19:00:00,2017-12-01,Capital One Arena,Washington Wizards,12,10,Detroit Pistons,14,7,17885
325,0 days 13:00:00,2017-12-02,TD Garden,Boston Celtics,20,4,Phoenix Suns,8,16,18624
326,0 days 15:00:00,2017-12-02,Barclays Center,Brooklyn Nets,8,14,Atlanta Hawks,5,17,13949
327,0 days 19:30:00,2017-12-02,Quicken Loans Arena,Cleveland Cavaliers,16,7,Memphis Grizzlies,7,15,20562
328,0 days 14:00:00,2017-12-02,American Airlines Center,Dallas Mavericks,6,17,Los Angeles Clippers,8,13,19245
329,0 days 21:00:00,2017-12-02,Pepsi Center,Denver Nuggets,13,9,Los Angeles Lakers,8,14,19520
330,0 days 20:30:00,2017-12-02,BMO Harris Bradley Center,Milwaukee Bucks,12,9,Sacramento Kings,7,16,15581
331,0 days 19:30:00,2017-12-02,Wells Fargo Center,Philadelphia 76ers,13,9,Detroit Pistons,14,8,20562
332,0 days 22:00:00,2017-12-02,Moda Center,Portland Trail Blazers,13,10,New Orleans Pelicans,12,11,18730
333,0 days 21:30:00,2017-12-03,STAPLES Center,Los Angeles Lakers,8,15,Houston Rockets,18,4,18997
334,0 days 19:00:00,2017-12-03,AmericanAirlines Arena,Miami Heat,11,12,Golden State Warriors,18,6,19600
335,0 days 19:00:00,2017-12-03,Target Center,Minnesota Timberwolves,14,10,Los Angeles Clippers,8,14,13172
336,0 days 15:30:00,2017-12-03,Madison Square Garden (IV),New York Knicks,11,11,Orlando Magic,10,14,19082
337,0 days 19:00:00,2017-12-03,Chesapeake Energy Arena,Oklahoma City Thunder,10,12,San Antonio Spurs,15,8,18203
338,0 days 19:30:00,2017-12-04,Philips Arena,Atlanta Hawks,5,18,Brooklyn Nets,9,14,12056
339,0 days 19:30:00,2017-12-04,TD Garden,Boston Celtics,21,4,Milwaukee Bucks,12,10,18624
340,0 days 19:00:00,2017-12-04,Spectrum Center,Charlotte Hornets,9,13,Orlando Magic,10,15,14419
341,0 days 20:00:00,2017-12-04,United Center,Chicago Bulls,3,19,Cleveland Cavaliers,17,7,21323
342,0 days 20:30:00,2017-12-04,American Airlines Center,Dallas Mavericks,7,17,Denver Nuggets,13,10,19419
343,0 days 19:00:00,2017-12-04,Bankers Life Fieldhouse,Indiana Pacers,13,11,New York Knicks,11,12,12018
344,0 days 20:00:00,2017-12-04,FedEx Forum,Memphis Grizzlies,8,15,Minnesota Timberwolves,14,11,14012
345,0 days 20:00:00,2017-12-04,Smoothie King Center,New Orleans Pelicans,12,12,Golden State Warriors,19,6,17004
346,0 days 19:00:00,2017-12-04,Wells Fargo Center,Philadelphia 76ers,13,10,Phoenix Suns,9,16,20564
347,0 days 20:30:00,2017-12-04,AT&T Center,San Antonio Spurs,16,8,Detroit Pistons,14,9,18288
348,0 days 21:00:00,2017-12-04,Vivint Smart Home Arena,Utah Jazz,13,11,Washington Wizards,12,11,17227
349,0 days 20:00:00,2017-12-05,Chesapeake Energy Arena,Oklahoma City Thunder,11,12,Utah Jazz,13,12,18203
350,0 days 22:00:00,2017-12-05,Moda Center,Portland Trail Blazers,13,11,Washington Wizards,13,11,19241
351,0 days 19:30:00,2017-12-05,Air Canada Centre,Toronto Raptors,15,7,Phoenix Suns,9,17,19800
352,0 days 19:30:00,2017-12-06,TD Garden,Boston Celtics,22,4,Dallas Mavericks,7,18,18624
353,0 days 20:00:00,2017-12-06,Spectrum Center,Charlotte Hornets,9,14,Golden State Warriors,20,6,19334
354,0 days 19:00:00,2017-12-06,Quicken Loans Arena,Cleveland Cavaliers,18,7,Sacramento Kings,7,17,20562
355,0 days 19:00:00,2017-12-06,Bankers Life Fieldhouse,Indiana Pacers,14,11,Chicago Bulls,3,20,13013
356,0 days 22:30:00,2017-12-06,STAPLES Center,Los Angeles Clippers,8,15,Minnesota Timberwolves,15,11,15951
357,0 days 20:00:00,2017-12-06,BMO Harris Bradley Center,Milwaukee Bucks,13,10,Detroit Pistons,14,10,15841
358,0 days 20:00:00,2017-12-06,Smoothie King Center,New Orleans Pelicans,13,12,Denver Nuggets,13,11,15353
359,0 days 19:30:00,2017-12-06,Madison Square Garden (IV),New York Knicks,12,12,Memphis Grizzlies,8,16,19812
360,0 days 19:00:00,2017-12-06,Amway Center,Orlando Magic,11,15,Atlanta Hawks,5,19,16167
361,0 days 20:30:00,2017-12-06,AT&T Center,San Antonio Spurs,17,8,Miami Heat,11,13,18252
362,0 days 22:00:00,2017-12-07,Mexico City Arena,Brooklyn Nets,10,14,Oklahoma City Thunder,11,13,20562
363,0 days 20:00:00,2017-12-07,Wells Fargo Center,Philadelphia 76ers,13,11,Los Angeles Lakers,9,15,20495
364,0 days 21:00:00,2017-12-07,Talking Stick Resort Arena,Phoenix Suns,9,18,Washington Wizards,14,11,15925
365,0 days 22:30:00,2017-12-07,Vivint Smart Home Arena,Utah Jazz,13,13,Houston Rockets,19,4,18306
366,0 days 19:00:00,2017-12-08,Spectrum Center,Charlotte Hornets,9,15,Chicago Bulls,4,20,14077
367,0 days 19:00:00,2017-12-08,Little Caesars Arena,Detroit Pistons,14,11,Golden State Warriors,21,6,20491
368,0 days 19:00:00,2017-12-08,Bankers Life Fieldhouse,Indiana Pacers,15,11,Cleveland Cavaliers,18,8,17032
369,0 days 20:00:00,2017-12-08,FedEx Forum,Memphis Grizzlies,8,17,Toronto Raptors,16,7,15417
370,0 days 20:00:00,2017-12-08,BMO Harris Bradley Center,Milwaukee Bucks,14,10,Dallas Mavericks,7,19,15889
371,0 days 20:00:00,2017-12-08,Smoothie King Center,New Orleans Pelicans,13,13,Sacramento Kings,8,17,15019
372,0 days 19:00:00,2017-12-08,Amway Center,Orlando Magic,11,16,Denver Nuggets,14,11,16024
373,0 days 21:30:00,2017-12-08,AT&T Center,San Antonio Spurs,18,8,Boston Celtics,22,5,18418
374,0 days 19:30:00,2017-12-09,Philips Arena,Atlanta Hawks,6,19,Orlando Magic,11,17,12719
375,0 days 18:00:00,2017-12-09,Mexico City Arena,Brooklyn Nets,10,15,Miami Heat,12,13,19777
376,0 days 19:00:00,2017-12-09,Spectrum Center,Charlotte Hornets,9,16,Los Angeles Lakers,10,15,19320
377,0 days 20:00:00,2017-12-09,United Center,Chicago Bulls,5,20,New York Knicks,12,13,20149
378,0 days 20:00:00,2017-12-09,Quicken Loans Arena,Cleveland Cavaliers,19,8,Philadelphia 76ers,13,12,20562
379,0 days 15:30:00,2017-12-09,STAPLES Center,Los Angeles Clippers,9,15,Washington Wizards,14,12,15739
380,0 days 21:00:00,2017-12-09,FedEx Forum,Memphis Grizzlies,8,18,Oklahoma City Thunder,12,13,17794
381,0 days 20:30:00,2017-12-09,BMO Harris Bradley Center,Milwaukee Bucks,15,10,Utah Jazz,13,14,16675
382,0 days 21:00:00,2017-12-09,Talking Stick Resort Arena,Phoenix Suns,9,19,San Antonio Spurs,19,8,16575
383,0 days 22:00:00,2017-12-09,Moda Center,Portland Trail Blazers,13,12,Houston Rockets,20,4,19503
384,0 days 16:00:00,2017-12-10,Little Caesars Arena,Detroit Pistons,14,12,Boston Celtics,23,5,18776
385,0 days 17:00:00,2017-12-10,Bankers Life Fieldhouse,Indiana Pacers,16,11,Denver Nuggets,14,12,14587
386,0 days 19:00:00,2017-12-10,Target Center,Minnesota Timberwolves,16,11,Dallas Mavericks,7,20,13094
387,0 days 19:00:00,2017-12-10,Smoothie King Center,New Orleans Pelicans,14,13,Philadelphia 76ers,13,13,16878
388,0 days 19:30:00,2017-12-10,Madison Square Garden (IV),New York Knicks,13,13,Atlanta Hawks,6,20,19189
389,0 days 15:30:00,2017-12-10,Golden 1 Center,Sacramento Kings,8,18,Toronto Raptors,17,7,17583
390,0 days 20:00:00,2017-12-11,United Center,Chicago Bulls,6,20,Boston Celtics,23,6,19617
391,0 days 22:30:00,2017-12-11,Oracle Arena,Golden State Warriors,22,6,Portland Trail Blazers,13,13,19596
392,0 days 20:00:00,2017-12-11,Toyota Center,Houston Rockets,21,4,New Orleans Pelicans,14,14,18055
393,0 days 22:30:00,2017-12-11,STAPLES Center,Los Angeles Clippers,10,15,Toronto Raptors,17,8,16658
394,0 days 20:00:00,2017-12-11,FedEx Forum,Memphis Grizzlies,8,19,Miami Heat,13,13,14857
395,0 days 20:00:00,2017-12-11,Chesapeake Energy Arena,Oklahoma City Thunder,12,14,Charlotte Hornets,10,16,18203
396,0 days 19:30:00,2017-12-12,Barclays Center,Brooklyn Nets,11,15,Washington Wizards,14,13,14515
397,0 days 19:00:00,2017-12-12,Quicken Loans Arena,Cleveland Cavaliers,20,8,Atlanta Hawks,6,21,20562
398,0 days 20:30:00,2017-12-12,American Airlines Center,Dallas Mavericks,8,20,San Antonio Spurs,19,9,19874
399,0 days 19:00:00,2017-12-12,Little Caesars Arena,Detroit Pistons,14,13,Denver Nuggets,15,12,15480
400,0 days 21:30:00,2017-12-12,Target Center,Minnesota Timberwolves,16,12,Philadelphia 76ers,14,13,14659
401,0 days 19:00:00,2017-12-12,Madison Square Garden (IV),New York Knicks,14,13,Los Angeles Lakers,10,16,19359
402,0 days 22:00:00,2017-12-12,Golden 1 Center,Sacramento Kings,9,18,Phoenix Suns,9,20,17583
403,0 days 19:30:00,2017-12-13,TD Garden,Boston Celtics,24,6,Denver Nuggets,15,13,18624
404,0 days 20:00:00,2017-12-13,United Center,Chicago Bulls,7,20,Utah Jazz,13,15,18102
405,0 days 21:30:00,2017-12-13,Toyota Center,Houston Rockets,22,4,Charlotte Hornets,10,17,16509
406,0 days 19:00:00,2017-12-13,Bankers Life Fieldhouse,Indiana Pacers,16,12,Oklahoma City Thunder,13,14,17923
407,0 days 19:30:00,2017-12-13,AmericanAirlines Arena,Miami Heat,13,14,Portland Trail Blazers,14,13,19600
408,0 days 20:00:00,2017-12-13,Smoothie King Center,New Orleans Pelicans,15,14,Milwaukee Bucks,15,11,16863
409,0 days 19:00:00,2017-12-13,Amway Center,Orlando Magic,11,18,Los Angeles Clippers,11,15,16011
410,0 days 21:00:00,2017-12-13,Talking Stick Resort Arena,Phoenix Suns,9,21,Toronto Raptors,18,8,15517
411,0 days 19:00:00,2017-12-13,Capital One Arena,Washington Wizards,15,13,Memphis Grizzlies,8,20,15297
412,0 days 19:30:00,2017-12-14,Philips Arena,Atlanta Hawks,6,22,Detroit Pistons,15,13,13548
413,0 days 19:30:00,2017-12-14,Barclays Center,Brooklyn Nets,11,16,New York Knicks,15,13,17732
414,0 days 20:00:00,2017-12-14,Quicken Loans Arena,Cleveland Cavaliers,21,8,Los Angeles Lakers,10,17,20562
415,0 days 22:30:00,2017-12-14,Oracle Arena,Golden State Warriors,23,6,Dallas Mavericks,8,21,19596
416,0 days 20:00:00,2017-12-14,Target Center,Minnesota Timberwolves,17,12,Sacramento Kings,9,19,11126
417,0 days 19:30:00,2017-12-15,TD Garden,Boston Celtics,24,7,Utah Jazz,14,15,18624
418,0 days 19:00:00,2017-12-15,Spectrum Center,Charlotte Hornets,10,18,Miami Heat,14,14,15565
419,0 days 21:00:00,2017-12-15,Pepsi Center,Denver Nuggets,16,13,New Orleans Pelicans,15,15,17584
420,0 days 21:30:00,2017-12-15,Toyota Center,Houston Rockets,23,4,San Antonio Spurs,19,10,18055
421,0 days 19:00:00,2017-12-15,Bankers Life Fieldhouse,Indiana Pacers,16,13,Detroit Pistons,16,13,14687
422,0 days 20:00:00,2017-12-15,FedEx Forum,Memphis Grizzlies,9,20,Atlanta Hawks,6,23,15803
423,0 days 20:00:00,2017-12-15,BMO Harris Bradley Center,Milwaukee Bucks,15,12,Chicago Bulls,8,20,16921
424,0 days 19:00:00,2017-12-15,Amway Center,Orlando Magic,11,19,Portland Trail Blazers,15,13,16963
425,0 days 19:00:00,2017-12-15,Wells Fargo Center,Philadelphia 76ers,14,14,Oklahoma City Thunder,14,14,20612
426,0 days 19:30:00,2017-12-15,Air Canada Centre,Toronto Raptors,19,8,Brooklyn Nets,11,17,19800
427,0 days 19:00:00,2017-12-15,Capital One Arena,Washington Wizards,16,13,Los Angeles Clippers,11,16,15442
428,0 days 19:00:00,2017-12-16,Spectrum Center,Charlotte Hornets,10,19,Portland Trail Blazers,16,13,16687
429,0 days 19:30:00,2017-12-16,Quicken Loans Arena,Cleveland Cavaliers,22,8,Utah Jazz,14,16,20562
430,0 days 20:00:00,2017-12-16,Toyota Center,Houston Rockets,24,4,Milwaukee Bucks,15,13,18055
431,0 days 21:00:00,2017-12-16,FedEx Forum,Memphis Grizzlies,9,21,Boston Celtics,25,7,17794
432,0 days 20:00:00,2017-12-16,AmericanAirlines Arena,Miami Heat,15,14,Los Angeles Clippers,11,17,19600
433,0 days 20:00:00,2017-12-16,Target Center,Minnesota Timberwolves,17,13,Phoenix Suns,10,21,18109
434,0 days 19:30:00,2017-12-16,Madison Square Garden (IV),New York Knicks,16,13,Oklahoma City Thunder,14,15,19812
435,0 days 20:30:00,2017-12-16,AT&T Center,San Antonio Spurs,20,10,Dallas Mavericks,8,22,18418
436,0 days 18:00:00,2017-12-17,Barclays Center,Brooklyn Nets,11,18,Indiana Pacers,17,13,13934
437,0 days 16:00:00,2017-12-17,Little Caesars Arena,Detroit Pistons,17,13,Orlando Magic,11,20,16312
438,0 days 15:30:00,2017-12-17,Air Canada Centre,Toronto Raptors,20,8,Sacramento Kings,9,20,19800
439,0 days 18:00:00,2017-12-17,Capital One Arena,Washington Wizards,16,14,Cleveland Cavaliers,23,8,20356
440,0 days 19:30:00,2017-12-18,Philips Arena,Atlanta Hawks,7,23,Miami Heat,15,15,14227
441,0 days 19:00:00,2017-12-18,Spectrum Center,Charlotte Hornets,11,19,New York Knicks,16,14,15386
442,0 days 20:00:00,2017-12-18,United Center,Chicago Bulls,9,20,Philadelphia 76ers,14,15,20796
443,0 days 20:30:00,2017-12-18,American Airlines Center,Dallas Mavericks,8,23,Phoenix Suns,11,21,19245
444,0 days 20:00:00,2017-12-18,Toyota Center,Houston Rockets,25,4,Utah Jazz,14,17,18055
445,0 days 19:00:00,2017-12-18,Bankers Life Fieldhouse,Indiana Pacers,17,14,Boston Celtics,26,7,16055
446,0 days 22:30:00,2017-12-18,STAPLES Center,Los Angeles Lakers,10,18,Golden State Warriors,24,6,18997
447,0 days 20:00:00,2017-12-18,Target Center,Minnesota Timberwolves,18,13,Portland Trail Blazers,16,14,14187
448,0 days 20:00:00,2017-12-18,Chesapeake Energy Arena,Oklahoma City Thunder,15,15,Denver Nuggets,16,14,18203
449,0 days 20:30:00,2017-12-18,AT&T Center,San Antonio Spurs,21,10,Los Angeles Clippers,11,18,18418
450,0 days 20:00:00,2017-12-19,BMO Harris Bradley Center,Milwaukee Bucks,16,13,Cleveland Cavaliers,23,9,18717
451,0 days 19:00:00,2017-12-19,Wells Fargo Center,Philadelphia 76ers,14,16,Sacramento Kings,10,20,20558
452,0 days 19:00:00,2017-12-19,Capital One Arena,Washington Wizards,17,14,New Orleans Pelicans,15,16,16529
453,0 days 19:30:00,2017-12-20,Philips Arena,Atlanta Hawks,7,24,Indiana Pacers,18,14,14830
454,0 days 19:30:00,2017-12-20,TD Garden,Boston Celtics,26,8,Miami Heat,16,15,18624
455,0 days 19:30:00,2017-12-20,Barclays Center,Brooklyn Nets,11,19,Sacramento Kings,11,20,13179
456,0 days 19:00:00,2017-12-20,Spectrum Center,Charlotte Hornets,11,20,Toronto Raptors,21,8,15023
457,0 days 20:00:00,2017-12-20,United Center,Chicago Bulls,10,20,Orlando Magic,11,21,20285
